Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Experience,Age,AgeJ,gapgrad,Max_score
325000,test engineer,Hyderabad,m,82.4,CBSE,2010,85.8,CBSE,1,B.Tech/B.E.,Computer Science Department ,75.1,0,Punjab,2014,590,545,735,48.674700843819295,1.4208,1.0449,1.2396,-0.4879,0.4805,2.0,23.0,23.0,0,555.0
200000,software engineer,Delhi,m,71.17,State,2007,72.4,State,2,B.Tech/B.E.,Computer Science Department ,69.68,0,Uttar Pradesh,2011,505,445,435,86.46854133700849,-1.3447,-0.4353,-0.1988,-0.0552,-1.7093,1.0,23.0,20.0,0,525.0
350000,software engineer,Pune,f,77.0,CBSE,2008,63.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.6,0,Uttar Pradesh,2013,590,375,560,37.7551419424541,-1.1644,-2.9511,-1.6807,-0.8682,-3.1602,1.0,25.0,24.0,1,375.0
300000,programmer analyst,Pune,m,62.4,State,2008,74.8,State,2,B.Tech/B.E.,Information Technology Department,69.51,0,Madhya Pradesh,2012,450,350,245,8.00552813405495,1.5644,0.2124,-0.4511,0.0192,1.247,2.0,24.0,24.0,2,334.0
300000,software developer,Bangalore,m,78.4,State,2010,84.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.6,1,Karnataka,2014,420,580,500,94.3272157866555,-1.4517,-1.6191,0.01,0.2727,-2.7769,1.0,22.0,22.0,0,452.0
600000,senior software engineer,Bangalore,m,92.0,Others,2008,90.66,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,82.53,1,Karnataka,2012,675,555,635,82.46664006713321,0.626,0.8128,-1.2148,-0.52527,0.0284,3.0,25.0,22.0,0,400.0
325000,systems engineer,Pune,m,87.2,CBSE,2010,76.6,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,67.0,0,Uttar Pradesh,2014,510,610,665,64.93897148466911,-1.8825,-1.4526,-1.9881,1.5404,-1.244,1.0,22.0,21.0,0,366.0
470000,system engineer,Gurgaon,m,73.0,ICSE,2006,74.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.88,0,Uttar Pradesh,2011,525,505,544,37.60595866515449,1.1283,0.9688,-0.0537,-0.8778,-0.1295,3.0,27.0,24.0,1,375.0
300000,software programmer,Others,m,71.0,Others,2005,60.5,CBSE,1,B.Tech/B.E.,Information Technology Department,64.97,0,Haryana,2011,465,595,735,93.03706072026912,0.4155,0.0459,1.0859,-0.995,1.0554,4.0,27.0,24.0,0,565.0
405000,software quality assurance analyst,Bangalore,m,84.13,Others,2008,77.0,Others,2,B.Tech/B.E.,Information Technology Department,75.2,0,Karnataka,2012,385,515,465,52.592258425205486,0.1623,0.9688,1.1074,0.4442,-0.1295,3.0,24.0,22.0,0,415.0
300000,web developer,Pune,m,81.4,CBSE,2008,63.8,CBSE,2,B.Tech/B.E.,Information Technology Department,70.1,1,Karnataka,2012,650,610,665,91.68699611036187,1.8517,1.5444,1.2396,-2.6430000000000002,0.2889,1.0,24.0,21.0,0,555.0
85000,android developer,Nashik,f,79.23,State,2010,70.26,State,2,B.Tech/B.E.,Computer Science Department ,60.17,0,Maharashtra,2014,605,460,440,91.13952783913281,-0.159,1.0449,-0.7585,0.5262,-2.0105,1.0,23.0,22.0,0,500.0
300000,project engineer,Bangalore,m,50.0,CBSE,2007,57.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.0,0,Uttar Pradesh,2012,415,395,415,22.948175491175494,0.51,0.0328,-0.0537,0.8848,0.8183,2.0,24.0,23.0,1,266.0
490000,software engineer,Others,f,89.6,State,2008,80.33,State,2,B.Tech/B.E.,Computer Science Department ,88.0,0,Karnataka,2012,535,555,595,97.4396112538398,1.1283,1.4368,-0.7068,-1.7004,0.1864,2.0,25.0,23.0,0,615.0
180000,application engineer,Chennai,f,89.2,Others,2007,86.25,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,76.0,0,Tamil Nadu,2011,465,595,575,37.60595866515449,0.3555,0.9688,0.3817,-1.3478,0.1864,2.0,25.0,23.0,1,395.0
350000,entry level management trainee,Bhubaneswar,m,84.0,ICSE,2010,84.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,78.0,0,Orissa,2014,490,480,525,0.0,-0.0154,0.7119,0.1637,0.7798,-0.8608,2.0,23.0,22.0,0,405.0
325000,application developer,Bangalore,f,85.4,Others,2008,90.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,82.0,1,Telangana,2012,505,505,554,22.948175491175494,0.1623,1.5928,0.5269,-1.5828,0.3444,2.0,24.0,23.0,2,335.0
700000,graduate engineer trainee,Jamnagar,m,88.67,State,2009,87.69,State,1,B.Tech/B.E.,Chemical Engineering Department,79.65,0,Uttarakhand,2014,545,645,735,87.99152032726481,-0.7335,1.5444,-0.1437,-2.136,0.6721,1.0,22.0,22.0,0,445.0
180000,software engineer,Noida,m,82.0,CBSE,2007,76.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,77.0,0,Uttar Pradesh,2012,435,465,515,73.57957092246559,1.9011,1.9048,-0.7794,-1.5828,-0.2875,1.0,26.0,24.0,1,475.0
260000,help desk technician,Gurgaon,m,86.8,CBSE,2010,75.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,77.32,0,Uttar Pradesh,2014,700,605,690,49.359638730103796,0.1282,-0.2871,0.1637,-0.995,-0.4776,1.0,23.0,23.0,0,324.0
400000,system engineer,Delhi,m,83.0,CBSE,2007,79.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,77.64,0,Uttar Pradesh,2012,405,535,585,70.4090412131314,0.2009,0.9688,0.0914,-0.9953,0.5024,3.0,24.0,22.0,0,465.0
150000,rf engineer,Lucknow,m,62.0,Others,2007,71.9,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,55.0,0,Uttar Pradesh,2011,395,555,585,69.4479327708463,0.6646,0.8128,1.3977,-0.0552,1.4502,1.0,25.0,22.0,0,366.0
215000,client services associate,Delhi,f,70.0,State,2008,57.0,State,2,MCA,Computer Science Department ,71.0,0,Sikkim,2014,770,655,630,35.653648772447504,1.2772,1.5444,1.547,-2.3895,0.6721,2.0,24.0,20.0,-3,575.0
320000,system engineer,Others,m,79.0,CBSE,2010,80.6,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,74.2,1,Delhi,2014,555,450,575,64.93897148466911,-2.1698,-0.4536,0.7785,0.3995,-0.0943,1.0,22.0,22.0,1,385.0
350000,test engineer,Gurgaon,m,86.8,CBSE,2010,79.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.86,0,Jammu and Kashmir,2014,440,570,630,49.359638730103796,-1.1644,-0.1206,-0.7585,-0.6147,-0.2859,1.0,23.0,23.0,1,545.0
100000,senior web developer,Bangalore,m,64.62,State,2009,62.5,State,2,B.Tech/B.E.,Computer Science Department ,77.7,1,West Bengal,2013,545,410,560,62.2642915849938,-1.5953,0.5454,-2.9102,1.794,1.0554,2.0,24.0,23.0,1,515.0
300000,sales manager,Pune,m,73.0,Others,2005,64.0,Others,2,B.Tech/B.E.,Electrical and Power engineering Department,54.0,1,Maharashtra,2012,585,395,565,37.60595866515449,-1.2287,0.1888,0.9623,-0.2609,-0.4455,3.0,26.0,24.0,1,300.0
165000,network engineer,Hyderabad,m,84.2,State,2009,77.4,State,2,B.Tech/B.E.,Computer Science Department ,70.02,1,Telangana,2013,545,530,475,62.2642915849938,-0.159,1.3779,0.4711,0.3995,0.6721,1.0,24.0,22.0,0,407.0
200000,field service engineer,Hyderabad,m,82.0,State,2010,84.4,State,2,B.Tech/B.E.,Mechanical Engineering Department,70.0,1,Telangana,2014,405,495,500,90.3940782098604,1.4208,1.7109,0.1637,0.5262,1.6302,0.0,21.0,21.0,0,500.0
120000,programmer,Mumbai,m,77.6,State,2008,59.0,State,2,B.Tech/B.E.,Information Technology Department,58.66,1,Maharashtra,2012,405,585,334,30.840058286030803,0.0464,0.9688,-0.1988,-0.7015,-1.2354,1.0,25.0,23.0,1,355.0
85000,business development executive,Indore,f,73.4,State,2009,82.8,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.28,0,Madhya Pradesh,2013,345,450,370,5.87928000083534,0.8463,1.0449,0.7785,0.5262,0.4805,1.0,23.0,23.0,1,446.0
200000,software developer,Bangalore,m,89.12,State,2009,65.0,State,2,B.Tech/B.E.,Electrical and Power engineering Department,65.24,1,Karnataka,2013,370,410,470,29.876912856399397,0.2718,1.2114,1.3933,1.4136,-0.2859,1.0,24.0,22.0,0,356.0
335000,programmer analyst,Pune,m,89.6,ICSE,2009,85.56,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,66.56,0,Uttar Pradesh,2013,535,690,620,94.3272157866555,-0.0154,0.5454,-0.2974,-0.8682,-0.0943,2.0,22.0,21.0,1,475.0
300000,software test engineer,Bangalore,m,72.33,State,2009,60.0,State,2,B.Tech/B.E.,Information Technology Department,67.35,0,Rajasthan,2013,370,540,525,62.2642915849938,1.1336,0.8784,1.0859,-0.3612,0.8637,2.0,22.0,21.0,1,407.0
170000,operation executive,Kolkata,m,79.0,State,2008,74.0,State,2,B.Tech/B.E.,Electrical and Power engineering Department,76.1,0,West Bengal,2013,595,510,585,19.376844198001898,-1.0208,-0.2871,-0.2974,1.2869,0.4805,1.0,24.0,23.0,0,324.0
360000,software test engineer,Bangalore,m,78.4,CBSE,2009,82.0,State,2,B.Tech/B.E.,Computer Science Department ,70.0,1,Telangana,2013,615,605,545,48.8347976782714,0.1282,-0.6201,-1.0659,-0.7415,-1.6273,1.0,23.0,22.0,0,405.0
400000,jr. software engineer,Nagpur,m,66.15,State,2009,54.0,State,2,B.Tech/B.E.,Computer Science Department ,66.0,0,Maharashtra,2013,360,495,280,79.3580614548506,-0.1855,-0.1232,-0.4891,-1.2303,-1.3934,3.0,23.0,22.0,0,495.0
210000,software engineer,Noida,m,65.2,CBSE,2007,80.0,CBSE,1,MCA,Computer Science Department ,81.6,1,Delhi,2013,430,570,465,74.47583540089391,0.1282,0.7119,0.01,-0.3612,-1.244,2.0,25.0,24.0,1,555.0
220000,get,Lucknow,m,80.2,CBSE,2009,64.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.0,0,Uttar Pradesh,2014,500,505,645,96.6006923498049,1.4208,1.0449,-0.4511,0.0192,0.6721,2.0,23.0,22.0,0,580.0
140000,software engineer,Gurgaon,f,78.8,CBSE,2008,74.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.2,1,Rajasthan,2012,710,555,680,49.359638730103796,0.4155,0.0459,-0.7585,2.0475,0.2889,-1.0,24.0,23.0,1,345.0
150000,application engineer,Noida,m,70.2,CBSE,2009,61.8,State,2,B.Tech/B.E.,Information Technology Department,69.0,0,Orissa,2014,455,370,485,62.2642915849938,0.1282,-0.1206,-1.0659,1.794,0.2889,1.0,23.0,23.0,0,407.0
520000,software engineer,Others,m,89.8,CBSE,2007,73.4,CBSE,1,B.Tech/B.E.,Computer Science Department ,72.0,1,Delhi,2012,535,585,655,88.4122511593735,-0.5719,0.3448,-0.6343,1.35483,0.4234,4.0,24.0,22.0,0,535.0
150000,web developer,Chennai,f,74.5,Others,2006,79.5,Others,2,B.Tech/B.E.,Computer Science Department ,70.1,1,Tamil Nadu,2010,465,315,325,45.087658448345096,0.2009,-2.3073,0.3817,-0.6428,-0.1295,2.0,26.0,22.0,1,395.0
305000,java software engineer,Bangalore,m,67.8,State,2006,74.0,State,2,B.Tech/B.E.,Computer Science Department ,70.4,0,Uttar Pradesh,2011,565,585,565,88.4122511593735,-1.6538,0.8128,1.6880000000000002,-0.1727,0.9763,2.0,25.0,24.0,2,535.0
200000,software developer,Chennai,m,74.0,Others,2006,74.0,Others,2,B.Tech/B.E.,Computer Science Department ,73.0,0,Tamil Nadu,2010,465,415,305,45.087658448345096,0.6646,0.8128,0.2366,0.6498,0.5024,2.0,26.0,22.0,1,395.0
280000,java developer,Noida,m,80.5,State,2010,81.5,State,2,B.Tech/B.E.,Computer Science Department ,80.0,0,Punjab,2015,440,625,510,95.2245572924303,-1.1644,0.3789,0.4711,2.301,0.6721,1.0,22.0,22.0,0,585.0
300000,business analyst,Bangalore,f,79.0,ICSE,2010,71.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,79.0,0,Punjab,2014,580,580,575,48.674700843819295,1.2772,1.5444,1.2396,-1.5021,-0.6692,0.0,22.0,22.0,0,565.0
405000,java software engineer,Others,m,73.0,ICSE,2008,74.0,ICSE,2,B.Tech/B.E.,Information Technology Department,73.36,0,Uttar Pradesh,2012,595,475,404,73.57957092246559,-0.6491,-0.4353,0.2366,-0.1727,-0.6035,2.0,24.0,22.0,1,475.0
250000,software test engineer,Noida,f,85.0,CBSE,2010,77.8,CBSE,2,B.Tech/B.E.,Information Technology Department,71.42,0,Uttar Pradesh,2014,395,605,340,45.087658448345096,-0.3027,0.5454,-1.2196,1.6672,0.0973,2.0,22.0,21.0,0,395.0
275000,process engineer,Noida,m,81.0,CBSE,2010,67.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,67.3,1,Rajasthan,2014,685,625,635,84.2248322257836,0.8463,-0.2871,-0.4511,-1.7556,-0.6692,1.0,23.0,22.0,0,565.0
430000,software engineer,Bangalore,m,57.78,State,2005,45.5,Others,2,MCA,Computer Science Department ,67.0,1,Karnataka,2011,455,445,544,76.56735812340109,0.0464,-0.2793,0.0914,-1.1128,-0.1295,1.0,28.0,25.0,1,485.0
200000,customer service representative,Noida,m,78.4,CBSE,2007,75.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,65.15,1,Rajasthan,2012,465,485,590,91.0770164246022,-0.1855,-0.2793,1.2525,0.7086,0.1864,1.0,26.0,23.0,0,433.0
225000,customer service,Noida,f,67.0,State,2009,61.2,State,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Uttarakhand,2014,490,520,355,70.4090412131314,1.4208,0.0459,2.1617,-2.136,1.247,1.0,23.0,22.0,0,465.0
200000,catalog associate,Gurgaon,m,56.2,CBSE,2008,70.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,73.25,1,Delhi,2012,500,440,455,69.4479327708463,0.99,-0.7866,0.1637,1.0333,0.2889,0.0,24.0,22.0,0,366.0
185000,technical support engineer,Noida,f,67.0,CBSE,2010,63.33,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,65.18,0,Uttar Pradesh,2014,420,470,440,49.359638730103796,0.2718,1.0449,0.7785,-1.2486,-0.4776,1.0,22.0,22.0,1,356.0
185000,test engineer,Noida,m,90.0,ICSE,2009,84.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,84.0,0,Tamil Nadu,2013,630,520,570,88.16200695301771,-0.3027,0.5454,-0.7585,0.0192,-0.2859,1.0,24.0,22.0,0,435.0
325000,test engineer,Bangalore,m,74.8,CBSE,2009,70.5,CBSE,2,B.Tech/B.E.,Information Technology Department,70.2,0,Uttar Pradesh,2014,590,545,575,84.2248322257836,1.2772,1.3779,0.6248,-0.3612,0.4805,2.0,23.0,23.0,0,495.0
315000,software developer,Pune,m,83.0,State,2010,72.0,State,2,B.Tech/B.E.,Information Technology Department,75.0,1,Karnataka,2014,510,535,500,23.780283983757,-0.5899,0.7119,0.3174,-1.1218,0.0973,1.0,23.0,23.0,0,515.0
160000,assistant manager,Bangalore,m,87.8,State,2005,83.8,State,2,B.Tech/B.E.,Computer Science Department ,80.0,0,Tamil Nadu,2010,310,535,470,0.0,0.4034,0.4934,-0.6339,-1.3255,0.7631,1.0,27.0,23.0,0,445.0
280000,senior software engineer,Delhi,m,61.5,State,2008,64.4,State,2,B.Tech/B.E.,Computer Science Department ,65.64,0,Uttar Pradesh,2012,405,475,515,95.2245572924303,-1.6538,-0.5913,-0.4891,0.2973,-0.9194,3.0,24.0,22.0,0,585.0
325000,programmer analyst,Chennai,m,90.0,State,2011,88.3,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.1,0,Andhra Pradesh,2015,430,505,575,43.6962648056859,-0.159,0.2124,0.3174,0.5262,-0.2859,0.0,21.0,22.0,0,405.0
200000,assistant store manager,Lucknow,m,87.0,ICSE,2009,88.0,ICSE,2,B.Tech/B.E.,Computer Science Department ,66.0,0,Uttar Pradesh,2013,545,555,575,73.57957092246559,-0.8772,-0.4536,-1.527,-0.1076,0.0973,1.0,23.0,22.0,1,475.0
400000,business office manager,Unnao,m,72.0,CBSE,2005,70.0,ICSE,2,B.Tech/B.E.,Instrumentation Engineering Department,61.7,0,Uttar Pradesh,2012,685,525,605,53.8386892985096,0.626,0.9688,-1.7954,1.1492,-0.2875,2.0,29.0,28.0,1,333.0
200000,software developer,Noida,m,72.0,CBSE,2006,70.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,72.0,0,Uttar Pradesh,2011,455,575,445,60.0057182338341,0.0464,0.5008,0.2366,-0.7603,-0.2875,2.0,26.0,22.0,0,435.0
100000,graduate engineer trainee,Gurgaon,m,72.6,CBSE,2007,66.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,60.0,0,Uttarakhand,2011,535,525,535,22.948175491175494,-0.4173,-1.0593,0.0914,-1.4946700000000002,-0.6035,0.0,24.0,21.0,0,266.0
300000,systems engineer,Pune,f,94.1,Others,2007,95.0,Others,2,B.Tech/B.E.,Computer Science Department ,80.2,0,Uttar Pradesh,2011,635,545,705,86.46854133700849,0.51,1.4368,-0.344,-0.2902,0.3444,2.0,25.0,21.0,0,525.0
105000,service coordinator,Bangalore,f,58.0,Others,2007,59.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,60.5,0,Uttar Pradesh,2011,425,435,365,5.87928000083534,0.51,0.3448,-0.6343,0.6498,0.8183,1.0,25.0,25.0,3,200.0
275000,java software engineer,Hyderabad,m,87.0,Others,2009,93.9,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.13,1,Telangana,2013,650,440,560,82.46664006713321,0.2718,0.2124,-0.7585,-0.7415,-2.0105,3.0,24.0,22.0,0,455.0
145000,technical support engineer,Noida,m,73.0,ICSE,2010,62.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,75.0,0,Uttar Pradesh,2014,405,545,535,95.3899775079926,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,0.0,22.0,22.0,0,530.0
75000,android developer,Others,m,74.16,State,2008,66.0,State,2,B.Tech/B.E.,Computer Science Department ,74.64,0,Uttar Pradesh,2014,500,570,465,74.47583540089391,1.2772,0.2124,0.3174,-1.3753,0.6721,-0.0,25.0,25.0,0,438.0
150000,production engineer,Chennai,m,81.4,State,2010,91.25,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,0,Tamil Nadu,2014,395,390,280,33.6185066042399,-1.0208,-0.7866,-0.9122,0.0192,-2.7769,1.0,24.0,24.0,1,366.0
345000,systems engineer,Bangalore,m,78.0,CBSE,2009,65.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.5,0,Madhya Pradesh,2013,575,575,585,74.47583540089391,-1.9243,0.0328,-0.4891,1.67803,-0.6035,2.0,23.0,22.0,1,645.0
355000,software engg,Pune,m,78.93,Others,2008,65.0,Others,2,B.Tech/B.E.,Computer Science Department ,67.63,0,Maharashtra,2012,535,535,455,60.0057182338341,-0.2628,1.5538,0.5994,-0.29027,0.3444,3.0,25.0,23.0,1,435.0
325000,system engineer,Hyderabad,m,78.0,CBSE,2009,70.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,62.0,0,Bihar,2014,555,645,635,33.6185066042399,1.1336,1.5444,1.8543,-1.7556,0.0973,1.0,23.0,23.0,0,366.0
550000,software engineer,Others,m,78.4,CBSE,2008,83.0,CBSE,1,B.Tech/B.E.,Computer Science Department ,77.0,1,Delhi,2012,375,595,585,99.40508719516701,-0.5332,-0.2793,-0.7794,1.4136,-0.6035,4.0,24.0,21.0,0,675.0
380000,system engineer,Gurgaon,m,81.4,CBSE,2009,82.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.5,0,Uttar Pradesh,2013,465,580,680,99.0008756723898,-0.8772,-1.1196,0.3174,1.0333,-0.0943,2.0,24.0,23.0,1,655.0
150000,software developer,Bangalore,m,70.56,State,2009,57.58,State,2,B.Tech/B.E.,Computer Science Department ,58.0,0,Karnataka,2013,405,385,265,8.00552813405495,0.8463,-1.1196,-2.4491,0.653,-0.6692,1.0,25.0,24.0,1,375.0
370000,project engineer,Bangalore,m,81.2,ICSE,2009,85.1,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,85.1,0,Uttarakhand,2013,590,610,590,82.46664006713321,-0.5719,0.0328,-0.8157,0.4148,-0.6035,3.0,23.0,22.0,0,446.0
420000,software engineer,Noida,m,65.2,CBSE,2003,60.4,CBSE,2,B.Tech/B.E.,Computer Science Department ,65.0,0,Uttar Pradesh,2010,455,485,645,76.56735812340109,0.2009,0.0328,1.2525,-0.8778,0.0284,3.0,30.0,25.0,0,485.0
180000,asp.net developer,Gurgaon,f,82.2,CBSE,2010,76.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,76.62,0,Punjab,2014,450,450,365,35.653648772447504,1.8517,1.3779,0.01,-0.995,1.0554,1.0,22.0,22.0,0,395.0
265000,programmer,Delhi,f,71.0,CBSE,2007,70.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Haryana,2011,495,635,375,0.0,-1.6924,1.1248,-1.2148,1.0611,-0.1295,4.0,24.0,21.0,0,445.0
360000,it developer,Bangalore,m,85.16,State,2010,85.9,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,81.0,0,Telangana,2014,465,510,570,0.0,0.7027,0.0459,0.4711,-0.995,1.247,0.0,21.0,21.0,0,525.0
105000,customer service representative,Bangalore,m,77.7,CBSE,2008,64.1,CBSE,2,B.Tech/B.E.,Computer Science Department ,76.2,1,Tamil Nadu,2012,475,385,405,37.7551419424541,-2.5811,-1.0593,-0.0537,1.1198299999999901,-0.2875,2.0,24.0,22.0,0,375.0
440000,product development engineer,Tirupati,m,90.0,Others,2008,79.1,Others,2,B.Tech/B.E.,Mechanical Engineering Department,75.45,0,Andhra Pradesh,2011,425,325,505,65.41074745459329,1.9011,0.8128,0.2366,-1.8179,-1.5513,4.0,26.0,22.0,0,420.0
265000,data analyst,Gurgaon,m,82.0,CBSE,2010,78.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.0,0,Haryana,2014,395,495,575,99.1397583740291,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,2.0,22.0,21.0,0,516.0
310000,software developer,Pune,f,82.26,State,2005,81.33,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,78.9,0,Maharashtra,2010,515,575,525,82.46664006713321,1.1283,1.1248,1.2525,1.5899,1.1343,2.0,27.0,22.0,0,400.0
220000,software engineer,Chennai,m,92.8,State,2010,91.83,State,2,B.Tech/B.E.,Information Technology Department,70.9,0,Tamil Nadu,2014,595,480,645,94.21165514850081,-0.3027,0.7119,0.01,-0.3612,0.0973,2.0,22.0,21.0,0,575.0
115000,engineering manager,Gurgaon,m,79.0,CBSE,2010,79.4,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,68.58,0,Punjab,2014,510,560,720,45.901584049293696,0.2718,-0.2871,-0.6048,1.1601,-1.6273,1.0,22.0,22.0,1,376.0
350000,software engineer,Delhi,m,87.4,CBSE,2010,90.2,CBSE,1,B.Tech/B.E.,Information Technology Department,76.1,1,Delhi,2014,535,485,560,74.47583540089391,-0.3027,-0.4536,-0.4511,-0.2344,0.4805,1.0,23.0,22.0,0,535.0
480000,marketing analyst,Gonda,m,62.0,Others,2005,62.0,Others,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Uttar Pradesh,2010,525,615,605,63.597875645679395,0.0464,-0.4353,0.0914,0.1798,-0.4455,4.0,25.0,23.0,2,445.0
360000,site manager,Others,m,75.0,CBSE,2008,62.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.7,0,Uttar Pradesh,2012,555,625,535,12.450207400953698,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035,3.0,25.0,22.0,0,233.0
300000,programmer analyst,Delhi,m,73.8,CBSE,2009,68.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.14,1,Delhi,2013,545,350,210,69.4479327708463,0.7027,-0.4536,0.7785,0.0192,-1.8189,2.0,23.0,23.0,1,435.0
400000,application engineer,Hyderabad,m,88.6,State,2010,94.7,State,2,B.Tech/B.E.,Computer Science Department ,75.4,0,Andhra Pradesh,2014,465,570,520,91.13952783913281,1.5644,1.2114,-0.7585,-2.136,-1.4356,1.0,22.0,22.0,0,635.0
600000,technical engineer,Jamnagar,m,87.4,CBSE,2009,83.4,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,73.8,0,Madhya Pradesh,2013,625,585,695,41.4337426422751,-0.3027,0.5454,0.4711,0.5262,0.8637,1.0,23.0,22.0,0,366.0
120000,apprentice,Kolkata,m,71.13,State,2009,66.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,77.7,1,West Bengal,2013,345,495,575,98.54613943261309,0.8463,0.0459,1.0859,0.2727,1.6302,1.0,23.0,22.0,1,500.0
180000,technical support executive,Noida,m,65.66,ICSE,2008,71.66,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,65.0,0,Uttar Pradesh,2013,570,510,470,69.4479327708463,1.1336,1.7109,0.3174,-2.2627,1.4386,1.0,25.0,23.0,0,393.0
375000,software engineer,Delhi,f,85.6,CBSE,2008,76.4,CBSE,1,B.Tech/B.E.,Information Technology Department,80.26,1,Delhi,2013,660,645,695,90.14895713710331,1.1336,0.8784,0.7785,-0.2344,0.4805,1.0,24.0,23.0,0,545.0
335000,programmer analyst,Bangalore,m,80.0,CBSE,2008,77.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,0,Uttarakhand,2013,545,555,765,82.46664006713321,-2.8879,-4.2831,-3.2176,-1.1218,-5.4595,1.0,24.0,23.0,1,400.0
300000,associate software engineer,Mumbai,f,77.8,CBSE,2010,79.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,73.3,0,Punjab,2014,405,525,415,64.93897148466911,0.2718,0.0459,-0.6048,-0.1076,0.0973,1.0,22.0,22.0,1,356.0
105000,ui developer,Bangalore,m,57.0,State,2008,63.0,State,2,B.Tech/B.E.,Computer Science Department ,61.02,0,Punjab,2012,350,290,495,48.674700843819295,0.8463,-0.4536,-0.7585,-0.2344,1.0554,0.0,25.0,24.0,1,415.0
320000,mechanical engineer,Raipur,m,82.0,Others,2007,53.0,Others,2,B.Tech/B.E.,Mechanical Engineering Department,71.0,0,Orissa,2012,275,395,555,49.0636955889964,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,4.0,25.0,22.0,0,383.0
505000,java software engineer,Hyderabad,m,85.0,Others,2006,93.8,Others,2,B.Tech/B.E.,Information Technology Department,68.5,0,Andhra Pradesh,2010,615,385,645,16.563309151247598,-1.3025,-0.1374,0.672,0.1477,-0.2875,4.0,26.0,23.0,1,305.0
400000,project assistant,Delhi,m,71.71,Others,2004,74.0,Others,1,B.Tech/B.E.,Information Technology Department,63.6,0,Kerala,2011,445,485,665,76.56735812340109,-1.6538,1.2808,-0.7794,-1.4653,-1.0774,4.0,27.0,25.0,1,485.0
